DisplayDate,Open,High,Low,Close,Volume,OI,Change in price,Condition (Close<open),change is negative,close>open,change is positive,Volume (outlier),change in price (outlier),Volume (after outlier),Change in price (removing O),Act Change in price (removing O)
8/12/2020 0:00,550,561.25,545.35,547.7,12381746,0,2.3,1,2.3,0,0,1,1,12381746,2.3,-2.3
8/11/2020 0:00,558,560.5,550.2,551.1,8137948,0,6.9,1,6.9,0,0,1,1,8137948,6.9,-6.9
8/10/2020 0:00,564.3,565,554.8,558.85,9417841,0,5.45,1,5.45,0,0,1,1,9417841,5.45,-5.45
8/7/2020 0:00,556,563.4,552.05,560.8,7210904,0,4.8,0,0,1,4.8,1,1,7210904,4.8,4.8
8/6/2020 0:00,561.7,561.7,552.65,555.3,10425489,0,6.4,1,6.4,0,0,1,1,10425489,6.4,-6.4
8/5/2020 0:00,552,560.5,546.55,558.95,12682481,0,6.95,0,0,1,6.95,1,1,12682481,6.95,6.95
8/4/2020 0:00,548,553.35,545.85,549,11813422,0,1,0,0,1,1,1,1,11813422,1,1
8/3/2020 0:00,554.5,556.5,546.4,547.35,9219748,0,7.15,,,,,1,1,9219748,7.15,-7.15
7/31/2020 0:00,550.9,559.3,546.3,554.85,13661601,0,3.95,,,,,1,1,13661601,3.95,3.95
7/30/2020 0:00,576,580.45,543.05,552.7,44491235,0,23.3,,,,,0,1,0,23.3,-23.3
7/29/2020 0:00,565.25,569.15,560.25,566.2,9796100,0,0.95,,,,,1,1,9796100,0.95,0.95
7/28/2020 0:00,558.5,574.25,555.3,564.6,13948427,0,6.1,,,,,1,1,13948427,6.1,6.1
7/27/2020 0:00,558.2,563.75,544.15,559.5,10695118,0,1.3,,,,,1,1,10695118,1.3,1.3
7/24/2020 0:00,565,567.4,555.4,559.45,9777107,0,5.55,,,,,1,1,9777107,5.55,-5.55
7/23/2020 0:00,570,575.75,564,567.2,9539899,0,2.8,,,,,1,1,9539899,2.8,-2.8
7/22/2020 0:00,568,575.5,562.8,569.15,10831170,0,1.15,,,,,1,1,10831170,1.15,1.15
7/21/2020 0:00,580,583.8,566.35,567.75,11784668,0,12.25,,,,,1,1,11784668,12.25,-12.25
