DisplayDate,Open,High,Low,Close,Volume,OI,Change in price,Condition (Close<open),change is negative,close>open,change is positive,Volume (outlier),change in price (outlier),Volume (after outlier),Change in price (removing O),Act Change in price (removing O)
7/4/2017 0:00,352.492884,352.492884,347.167386,348.269213,1655289,0,4.223671,,,,,1,1,1655289,4.223671,-4.223671
7/3/2017 0:00,350.24332,352.722431,345.97374,350.794234,1521063,0,0.550914,,,,,1,1,1521063,0.550914,0.550914
6/30/2017 0:00,351.16151,352.492884,342.117345,348.636489,3269881,0,2.525021,,,,,1,1,3269881,2.525021,-2.525021
6/29/2017 0:00,346.84602,354.742448,346.80011,351.16151,4234116,0,4.31549,,,,,1,1,4234116,4.31549,4.31549
6/28/2017 0:00,344.22918,350.426958,337.434579,346.341016,3794226,0,2.111836,,,,,1,1,3794226,2.111836,2.111836
6/27/2017 0:00,335.139106,345.147369,335.139106,341.061427,3809540,0,5.922321,,,,,1,1,3809540,5.922321,5.922321
6/23/2017 0:00,335.965476,338.398678,333.532274,336.240933,5120076,0,0.275457,,,,,1,1,5120076,0.275457,0.275457
6/22/2017 0:00,337.664126,338.765954,332.843632,336.240933,6320827,0,1.423193,,,,,1,1,6320827,1.423193,-1.423193
6/21/2017 0:00,336.424571,338.077312,334.680011,337.250941,2654891,0,0.82637,,,,,1,1,2654891,0.82637,0.82637
6/20/2017 0:00,338.582316,340.510513,335.827748,336.608209,2301754,0,1.974107,,,,,1,1,2301754,1.974107,-1.974107
6/19/2017 0:00,334.220916,338.582316,333.532274,337.434579,1701672,0,3.213663,,,,,1,1,1701672,3.213663,3.213663
6/16/2017 0:00,336.057295,337.434579,331.099073,335.001377,4472274,0,1.055918,,,,,1,1,4472274,1.055918,-1.055918
6/15/2017 0:00,335.5982,340.189147,334.634102,335.414562,2544387,0,0.183638,,,,,1,1,2544387,0.183638,-0.183638
6/14/2017 0:00,333.761822,338.398678,331.971352,335.5982,2107709,0,1.836378,,,,,1,1,2107709,1.836378,1.836378
6/13/2017 0:00,334.220916,338.352768,332.476357,333.486365,1133452,0,0.734551,,,,,1,1,1133452,0.734551,-0.734551
6/12/2017 0:00,336.883665,341.382793,333.807731,335.322744,2219230,0,1.560921,,,,,1,1,2219230,1.560921,-1.560921
6/9/2017 0:00,337.664126,340.740061,336.286842,337.710036,2888545,0,0.04591,,,,,1,1,2888545,0.04591,0.04591
6/8/2017 0:00,342.438711,343.678266,336.700028,337.618217,3477533,0,4.820494,,,,,1,1,3477533,4.820494,-4.820494
6/7/2017 0:00,342.897806,344.550546,340.648242,342.300982,3882379,0,0.596824,,,,,1,1,3882379,0.596824,-0.596824
6/6/2017 0:00,339.730052,342.025526,336.975484,338.811863,3304788,0,0.918189,,,,,1,1,3304788,0.918189,-0.918189
6/5/2017 0:00,342.668258,346.891929,340.969608,341.933707,2332623,0,0.734551,,,,,1,1,2332623,0.734551,-0.734551
6/2/2017 0:00,340.464604,350.151501,339.546414,342.714168,5180320,0,2.249564,,,,,1,1,5180320,2.249564,2.249564
6/1/2017 0:00,339.730052,342.851896,335.919567,336.883665,2223961,0,2.846387,,,,,1,1,2223961,2.846387,-2.846387
5/31/2017 0:00,343.40281,346.065559,337.939583,341.153246,15400633,0,2.249564,,,,,1,1,15400633,2.249564,-2.249564
5/30/2017 0:00,344.137361,345.97374,339.133229,340.372785,1958269,0,3.764576,,,,,1,1,1958269,3.764576,-3.764576
5/29/2017 0:00,344.045542,347.901937,337.801855,342.576439,1996158,0,1.469103,,,,,1,1,1996158,1.469103,-1.469103
5/26/2017 0:00,338.811863,349.325131,338.352768,343.035534,2858455,0,4.223671,,,,,1,1,2858455,4.223671,4.223671
5/25/2017 0:00,336.975484,345.560555,331.236801,340.372785,14179868,0,3.397301,,,,,1,1,14179868,3.397301,3.397301
5/24/2017 0:00,337.893674,342.48462,335.735929,338.21504,6943292,0,0.321366,,,,,1,1,6943292,0.321366,0.321366
5/23/2017 0:00,341.61234,345.468736,340.648242,341.474612,5814307,0,0.137728,,,,,1,1,5814307,0.137728,-0.137728
5/22/2017 0:00,343.40281,347.626481,341.015517,342.071435,2737412,0,1.331375,,,,,1,1,2737412,1.331375,-1.331375
5/19/2017 0:00,342.48462,348.452851,338.031402,342.255073,5431034,0,0.229547,,,,,1,1,5431034,0.229547,-0.229547
5/18/2017 0:00,343.127353,350.381049,338.444587,340.418694,3319974,0,2.708659,,,,,1,1,3319974,2.708659,-2.708659
5/17/2017 0:00,340.83188,349.738316,340.83188,345.193279,5265901,0,4.361399,,,,,1,1,5265901,4.361399,4.361399
5/16/2017 0:00,335.965476,346.754201,335.552291,343.724176,5858910,0,7.7587,,,,,1,1,5858910,7.7587,7.7587
5/15/2017 0:00,336.057295,339.684143,331.833624,334.358645,3724158,0,1.69865,,,,,1,1,3724158,1.69865,-1.69865
5/12/2017 0:00,332.614085,340.005509,331.925443,335.230925,3668575,0,2.61684,,,,,1,1,3668575,2.61684,2.61684
5/11/2017 0:00,339.730052,340.510513,332.797723,336.057295,7263857,0,3.672757,,,,,1,1,7263857,3.672757,-3.672757
5/10/2017 0:00,308.97071,349.279221,308.97071,342.255073,24411321,0,33.284363,,,,,1,0,24411321,0,0
5/9/2017 0:00,321.366266,322.284455,315.489854,317.004866,2817923,0,4.3614,,,,,1,1,2817923,4.3614,-4.3614
5/8/2017 0:00,316.545772,326.18676,316.132587,322.559912,2664070,0,6.01414,,,,,1,1,2664070,6.01414,6.01414
5/5/2017 0:00,318.106694,320.448076,315.076669,316.545772,1539822,0,1.560922,,,,,1,1,1539822,1.560922,-1.560922
5/4/2017 0:00,318.336241,322.651731,315.581673,317.693508,1213003,0,0.642733,,,,,1,1,1213003,0.642733,-0.642733
5/3/2017 0:00,319.621706,321.366266,315.719401,318.014875,2358454,0,1.606831,,,,,1,1,2358454,1.606831,-1.606831
5/2/2017 0:00,326.416307,326.829492,318.336241,319.162611,2195524,0,7.253696,,,,,1,1,2195524,7.253696,-7.253696
4/28/2017 0:00,326.232669,328.619961,321.82536,326.416307,2690876,0,0.183638,,,,,1,1,2690876,0.183638,0.183638
4/27/2017 0:00,325.26857,332.338628,324.809476,328.619961,4486798,0,3.351391,,,,,1,1,4486798,3.351391,3.351391
4/26/2017 0:00,324.993114,330.548159,323.202644,328.298595,2949212,0,3.305481,,,,,1,1,2949212,3.305481,3.305481
4/25/2017 0:00,314.93894,330.364521,313.469837,324.993114,4278330,0,10.054174,,,,,1,1,4278330,10.054174,10.054174
4/24/2017 0:00,315.85713,318.106694,310.944817,316.453953,1340716,0,0.596823,,,,,1,1,1340716,0.596823,0.596823
4/21/2017 0:00,314.020751,317.693508,312.459829,314.755303,1352040,0,0.734552,,,,,1,1,1352040,0.734552,0.734552
4/20/2017 0:00,314.020751,315.673492,310.393903,314.709393,1890096,0,0.688642,,,,,1,1,1890096,0.688642,0.688642
4/19/2017 0:00,311.633459,313.791204,305.5275,312.138463,2504964,0,0.505004,,,,,1,1,2504964,0.505004,0.505004
4/18/2017 0:00,312.184372,315.260307,308.787072,311.082545,5561549,0,1.101827,,,,,1,1,5561549,1.101827,-1.101827
4/17/2017 0:00,314.755303,315.214397,310.715269,313.378019,1882937,0,1.377284,,,,,1,1,1882937,1.377284,-1.377284
4/13/2017 0:00,321.366266,324.579928,311.49573,312.41392,5907728,0,8.952346,,,,,1,1,5907728,8.952346,-8.952346
4/12/2017 0:00,318.611698,324.947204,317.096685,322.100817,2279495,0,3.489119,,,,,1,1,2279495,3.489119,3.489119
4/11/2017 0:00,314.93894,326.645854,314.801212,321.549904,2097727,0,6.610964,,,,,1,1,2097727,6.610964,6.610964
4/10/2017 0:00,319.805344,319.897163,314.066661,317.418052,1381119,0,2.387292,,,,,1,1,1381119,2.387292,-2.387292
4/7/2017 0:00,315.903039,321.779451,313.791204,316.499862,5720486,0,0.596823,,,,,1,1,5720486,0.596823,0.596823
4/6/2017 0:00,314.93894,314.93894,309.980718,313.837113,2174170,0,1.101827,,,,,1,1,2174170,1.101827,-1.101827
4/5/2017 0:00,314.893031,318.841245,311.358002,316.316224,4230271,0,1.423193,,,,,1,1,4230271,1.423193,1.423193
4/3/2017 0:00,317.693508,317.693508,308.741162,313.837113,6609750,0,3.856395,,,,,1,1,6609750,3.856395,-3.856395
3/31/2017 0:00,321.366266,323.478101,316.775319,321.412175,5215911,0,0.045909,,,,,1,1,5215911,0.045909,0.045909
3/30/2017 0:00,316.637591,323.56992,314.204389,322.468093,3916104,0,5.830502,,,,,1,1,3916104,5.830502,5.830502
3/29/2017 0:00,314.479846,318.060784,313.2862,316.637591,8855391,0,2.157745,,,,,1,1,8855391,2.157745,2.157745
3/28/2017 0:00,313.010743,315.398035,310.898907,312.873014,2087407,0,0.137729,,,,,1,1,2087407,0.137729,-0.137729
3/27/2017 0:00,312.184372,313.883023,307.731154,310.990726,2895389,0,1.193646,,,,,1,1,2895389,1.193646,-1.193646
3/24/2017 0:00,313.469837,319.25443,310.531632,312.643467,4784560,0,0.82637,,,,,1,1,4784560,0.82637,-0.82637
3/23/2017 0:00,311.082545,313.745294,308.09843,310.807088,4291861,0,0.275457,,,,,1,1,4291861,0.275457,-0.275457
3/22/2017 0:00,318.611698,319.988982,299.146084,310.531632,8071204,0,8.080066,,,,,1,1,8071204,8.080066,-8.080066
3/21/2017 0:00,320.448076,323.019007,316.821229,321.274447,2263133,0,0.826371,,,,,1,1,2263133,0.826371,0.826371
3/20/2017 0:00,317.693508,323.478101,311.49573,320.815352,4270022,0,3.121844,,,,,1,1,4270022,3.121844,3.121844
3/17/2017 0:00,331.604077,333.302727,315.85713,318.473969,5748783,0,13.130108,,,,,1,1,5748783,13.130108,-13.130108
3/16/2017 0:00,334.220916,335.690019,329.721789,331.144982,2407103,0,3.075934,,,,,1,1,2407103,3.075934,-3.075934
3/15/2017 0:00,330.548159,336.195023,327.05904,333.486365,6660091,0,2.938206,,,,,1,1,6660091,2.938206,2.938206
3/14/2017 0:00,336.057295,339.546414,329.262694,331.558167,5336687,0,4.499128,,,,,1,1,5336687,4.499128,-4.499128
3/10/2017 0:00,331.32862,336.51639,330.50225,335.047287,2090743,0,3.718667,,,,,1,1,2090743,3.718667,3.718667
3/9/2017 0:00,330.410431,332.292719,327.472225,330.731797,1175441,0,0.321366,,,,,1,1,1175441,0.321366,0.321366
3/8/2017 0:00,330.731797,334.312735,329.170875,331.190892,2725867,0,0.459095,,,,,1,1,2725867,0.459095,0.459095
3/7/2017 0:00,331.466348,332.797723,327.196768,331.558167,2858176,0,0.091819,,,,,1,1,2858176,0.091819,0.091819
3/6/2017 0:00,330.548159,334.220916,327.977229,331.925443,2976688,0,1.377284,,,,,1,1,2976688,1.377284,1.377284
3/3/2017 0:00,327.655863,331.925443,324.396291,327.01313,3624580,0,0.642733,,,,,1,1,3624580,0.642733,-0.642733
3/2/2017 0:00,334.220916,336.057295,323.386282,327.655863,4197805,0,6.565053,,,,,1,1,4197805,6.565053,-6.565053
3/1/2017 0:00,338.398678,338.674135,331.879534,333.07318,3448583,0,5.325498,,,,,1,1,3448583,5.325498,-5.325498
2/28/2017 0:00,327.793591,342.576439,327.242677,335.276834,12156357,0,7.483243,,,,,1,1,12156357,7.483243,7.483243
2/27/2017 0:00,336.975484,337.38867,323.707649,326.599945,9082281,0,10.375539,,,,,1,1,9082281,10.375539,-10.375539
2/23/2017 0:00,340.648242,368.193922,333.94546,336.286842,35600168,0,4.3614,,,,,1,1,35600168,4.3614,-4.3614
2/22/2017 0:00,333.210908,342.025526,329.721789,331.466348,6787592,0,1.74456,,,,,1,1,6787592,1.74456,-1.74456
2/21/2017 0:00,341.65825,346.983748,330.089064,333.164999,6334134,0,8.493251,,,,,1,1,6334134,8.493251,-8.493251
2/20/2017 0:00,339.867781,347.993756,339.867781,344.642365,3493398,0,4.774584,,,,,1,1,3493398,4.774584,4.774584
2/17/2017 0:00,336.975484,341.750069,332.659994,339.270958,2299853,0,2.295474,,,,,1,1,2299853,2.295474,2.295474
2/16/2017 0:00,331.741805,338.720044,330.823616,335.781838,3650069,0,4.040033,,,,,1,1,3650069,4.040033,4.040033
2/15/2017 0:00,339.638233,342.025526,330.639978,335.414562,3582028,0,4.223671,,,,,1,1,3582028,4.223671,-4.223671
2/14/2017 0:00,328.252686,339.638233,325.957212,338.765954,4271242,0,10.513268,,,,,1,1,4271242,10.513268,10.513268
2/13/2017 0:00,324.534019,330.548159,324.4422,328.75769,3306745,0,4.223671,,,,,1,1,3306745,4.223671,4.223671
2/10/2017 0:00,327.793591,330.915435,326.003122,328.298595,1986275,0,0.505004,,,,,1,1,1986275,0.505004,0.505004
2/9/2017 0:00,323.248554,327.793591,322.100817,326.18676,1842114,0,2.938206,,,,,1,1,1842114,2.938206,2.938206
2/8/2017 0:00,325.957212,326.737673,318.519879,323.386282,4405681,0,2.57093,,,,,1,1,4405681,2.57093,-2.57093
2/7/2017 0:00,325.222661,329.446332,322.100817,324.258562,3660915,0,0.964099,,,,,1,1,3660915,0.964099,-0.964099
2/6/2017 0:00,325.039023,327.747682,323.799467,326.18676,1355896,0,1.147737,,,,,1,1,1355896,1.147737,1.147737
2/3/2017 0:00,324.396291,332.384538,323.386282,324.855385,2399709,0,0.459094,,,,,1,1,2399709,0.459094,0.459094
2/2/2017 0:00,316.775319,330.364521,316.086677,324.396291,6277232,0,7.620972,,,,,1,1,6277232,7.620972,7.620972
2/1/2017 0:00,317.693508,321.274447,312.322101,316.867138,3698745,0,0.82637,,,,,1,1,3698745,0.82637,-0.82637
1/31/2017 0:00,320.493986,324.120834,314.98485,319.713525,10573672,0,0.780461,,,,,1,1,10573672,0.780461,-0.780461
1/30/2017 0:00,296.666973,339.684143,295.748783,317.372142,20946162,0,20.705169,,,,,1,1,20946162,20.705169,20.705169
1/27/2017 0:00,284.914149,301.1661,284.914149,297.263796,3191346,0,12.349647,,,,,1,1,3191346,12.349647,12.349647
1/25/2017 0:00,280.047746,288.954182,280.047746,285.878248,13456858,0,5.830502,,,,,1,1,13456858,5.830502,5.830502
1/24/2017 0:00,291.984207,292.902396,288.908273,290.606923,2157238,0,1.377284,,,,,1,1,2157238,1.377284,-1.377284
1/23/2017 0:00,294.738775,295.656964,289.596915,293.49922,1789247,0,1.239555,,,,,1,1,1789247,1.239555,-1.239555
1/20/2017 0:00,288.357359,300.707006,288.357359,294.32559,3411157,0,5.968231,,,,,1,1,3411157,5.968231,5.968231
1/19/2017 0:00,288.31145,296.207878,285.556882,291.157837,2277346,0,2.846387,,,,,1,1,2277346,2.846387,2.846387
1/18/2017 0:00,291.984207,292.718759,285.786429,288.219631,3307754,0,3.764576,,,,,1,1,3307754,3.764576,-3.764576
1/17/2017 0:00,292.810578,293.636948,291.157837,292.443302,1848476,0,0.367276,,,,,1,1,1848476,0.367276,-0.367276
1/16/2017 0:00,293.820586,296.94243,291.341475,292.535121,1686878,0,1.285465,,,,,1,1,1686878,1.285465,-1.285465
1/13/2017 0:00,296.02424,298.411532,290.147828,294.004224,2356032,0,2.020016,,,,,1,1,2356032,2.020016,-2.020016
1/12/2017 0:00,296.988339,298.732899,293.820586,295.473327,1514369,0,1.515012,,,,,1,1,1514369,1.515012,-1.515012
1/11/2017 0:00,294.830594,298.090166,292.718759,296.345606,2352071,0,1.515012,,,,,1,1,2352071,1.515012,1.515012
1/10/2017 0:00,292.902396,294.738775,291.111927,293.912405,953689,0,1.010009,,,,,1,1,953689,1.010009,1.010009
1/9/2017 0:00,294.371499,295.106051,290.331466,291.938298,2374918,0,2.433201,,,,,1,1,2374918,2.433201,-2.433201
1/6/2017 0:00,293.040125,303.002479,292.259664,293.591038,2394583,0,0.550913,,,,,1,1,2394583,0.550913,0.550913
1/5/2017 0:00,287.530989,296.575154,284.684602,294.830594,3846820,0,7.299605,,,,,1,1,3846820,7.299605,7.299605
1/4/2017 0:00,277.660454,289.413277,274.676338,288.219631,5205848,0,10.559177,,,,,1,1,5205848,10.559177,10.559177
1/3/2017 0:00,286.429162,288.26554,275.456799,279.542742,2961851,0,6.88642,,,,,1,1,2961851,6.88642,-6.88642
1/2/2017 0:00,278.303186,286.475071,278.303186,285.556882,1480996,0,7.253696,,,,,1,1,1480996,7.253696,7.253696
12/30/2016 0:00,276.650445,281.975943,275.548618,280.644569,1761999,0,3.994124,,,,,1,1,1761999,3.994124,3.994124
12/29/2016 0:00,276.742264,279.542742,273.161326,278.211367,3200839,0,1.469103,,,,,1,1,3200839,1.469103,1.469103
12/28/2016 0:00,274.53861,278.303186,272.518593,274.997705,2613061,0,0.459095,,,,,1,1,2613061,0.459095,0.459095
12/27/2016 0:00,271.784042,276.191351,267.330824,275.089523,2296599,0,3.305481,,,,,1,1,2296599,3.305481,3.305481
12/26/2016 0:00,270.406758,272.702231,265.08126,271.875861,2451002,0,1.469103,,,,,1,1,2451002,1.469103,1.469103
12/23/2016 0:00,271.233128,272.83996,267.330824,271.370857,1845279,0,0.137729,,,,,1,1,1845279,0.137729,0.137729
12/22/2016 0:00,274.997705,276.329079,266.504453,268.340832,2844538,0,6.656873,,,,,1,1,2844538,6.656873,-6.656873
12/21/2016 0:00,279.221375,281.287301,275.456799,277.017721,2389833,0,2.203654,,,,,1,1,2389833,2.203654,-2.203654
12/20/2016 0:00,280.965935,281.654577,274.630429,277.798182,3241008,0,3.167753,,,,,1,1,3241008,3.167753,-3.167753
12/19/2016 0:00,285.005968,286.015976,279.221375,280.506841,3718597,0,4.499127,,,,,1,1,3718597,4.499127,-4.499127
12/16/2016 0:00,292.902396,293.45331,283.215499,284.86824,3967065,0,8.034156,,,,,1,1,3967065,8.034156,-8.034156
12/15/2016 0:00,294.555137,295.978331,291.525112,292.397392,2769795,0,2.157745,,,,,1,1,2769795,2.157745,-2.157745
12/14/2016 0:00,301.257919,302.772932,295.19787,296.207878,1335121,0,5.050041,,,,,1,1,1335121,5.050041,-5.050041
12/13/2016 0:00,299.329722,303.874759,299.329722,303.002479,958820,0,3.672757,,,,,1,1,958820,3.672757,3.672757
12/12/2016 0:00,302.543384,303.002479,299.834726,302.222018,698605,0,0.321366,,,,,1,1,698605,0.321366,-0.321366
12/9/2016 0:00,306.812965,309.84299,302.176109,304.838858,2385084,0,1.974107,,,,,1,1,2385084,1.974107,-1.974107
12/8/2016 0:00,303.737031,306.675236,301.533376,305.252043,1857785,0,1.515012,,,,,1,1,1857785,1.515012,1.515012
12/7/2016 0:00,302.727022,307.547516,298.503351,301.303829,2613278,0,1.423193,,,,,1,1,2613278,1.423193,-1.423193
12/6/2016 0:00,300.156092,304.792948,298.181985,301.946561,2832195,0,1.790469,,,,,1,1,2832195,1.790469,1.790469
12/5/2016 0:00,291.525112,301.762924,291.525112,300.018364,2236218,0,8.493252,,,,,1,1,2236218,8.493252,8.493252
12/2/2016 0:00,289.229639,295.014232,288.586907,292.535121,1654720,0,3.305482,,,,,1,1,1654720,3.305482,3.305482
12/1/2016 0:00,297.493343,298.227895,287.898265,292.167845,6420823,0,5.325498,,,,,1,1,6420823,5.325498,-5.325498
11/30/2016 0:00,298.411532,300.064273,297.309705,298.044257,4500415,0,0.367275,,,,,1,1,4500415,0.367275,-0.367275
11/29/2016 0:00,294.555137,299.329722,290.88238,298.273804,4070382,0,3.718667,,,,,1,1,4070382,3.718667,3.718667
11/28/2016 0:00,276.374989,294.922413,276.374989,292.718759,4403979,0,16.34377,,,,,1,1,4403979,16.34377,16.34377
11/25/2016 0:00,278.119548,280.965935,274.217244,276.374989,1891865,0,1.744559,,,,,1,1,1891865,1.744559,-1.744559
11/24/2016 0:00,276.374989,279.772289,273.987696,277.660454,4321906,0,1.285465,,,,,1,1,4321906,1.285465,1.285465
11/23/2016 0:00,280.460931,283.031861,274.676338,275.961803,1775708,0,4.499128,,,,,1,1,1775708,4.499128,-4.499128
11/22/2016 0:00,276.374989,280.460931,270.865853,279.083647,2998820,0,2.708658,,,,,1,1,2998820,2.708658,2.708658
11/21/2016 0:00,279.496832,280.55275,273.115416,274.997705,1645883,0,4.499127,,,,,1,1,1645883,4.499127,-4.499127
11/18/2016 0:00,273.987696,279.542742,271.0954,278.900009,3281707,0,4.912313,,,,,1,1,3281707,4.912313,4.912313
11/17/2016 0:00,285.924158,289.780553,271.003581,272.83996,3818257,0,13.084198,,,,,1,1,3818257,13.084198,-13.084198
11/16/2016 0:00,280.093655,285.878248,278.486824,284.317326,2475716,0,4.223671,,,,,1,1,2475716,4.223671,4.223671
11/15/2016 0:00,278.211367,279.955927,269.947663,277.890001,2806881,0,0.321366,,,,,1,1,2806881,0.321366,-0.321366
11/11/2016 0:00,279.129557,282.756404,273.941787,276.742264,1699888,0,2.387293,,,,,1,1,1699888,2.387293,-2.387293
11/10/2016 0:00,280.047746,288.403269,278.440915,283.399137,2875894,0,3.351391,,,,,1,1,2875894,3.351391,3.351391
11/9/2016 0:00,264.438527,280.047746,259.89349,276.374989,5110029,0,11.936462,,,,,1,1,5110029,11.936462,11.936462
11/8/2016 0:00,281.516849,281.654577,276.374989,279.955927,1376855,0,1.560922,,,,,1,1,1376855,1.560922,-1.560922
11/7/2016 0:00,286.383252,286.383252,278.8541,280.598659,1664774,0,5.784593,,,,,1,1,1664774,5.784593,-5.784593
11/4/2016 0:00,284.409145,285.143697,279.175466,281.608668,2141519,0,2.800477,,,,,1,1,2141519,2.800477,-2.800477
11/3/2016 0:00,283.720503,289.551005,280.323203,283.674594,2693912,0,0.045909,,,,,1,1,2693912,0.045909,-0.045909
11/2/2016 0:00,289.688734,289.780553,283.399137,284.271417,2002267,0,5.417317,,,,,1,1,2002267,5.417317,-5.417317
11/1/2016 0:00,291.984207,294.463318,290.377376,291.479203,2161829,0,0.505004,,,,,1,1,2161829,0.505004,-0.505004
10/30/2016 0:00,292.902396,295.19787,292.030117,292.62694,195586,0,0.275456,,,,,1,1,195586,0.275456,-0.275456
10/28/2016 0:00,296.529244,296.529244,292.213754,292.764668,1411617,0,3.764576,,,,,1,1,1411617,3.764576,-3.764576
10/27/2016 0:00,288.816454,299.008356,287.944174,296.666973,5061205,0,7.850519,,,,,1,1,5061205,7.850519,7.850519
10/26/2016 0:00,289.229639,296.483335,289.046001,291.70875,5893311,0,2.479111,,,,,1,1,5893311,2.479111,2.479111
10/25/2016 0:00,278.670462,286.842347,277.017721,286.291433,3627374,0,7.620971,,,,,1,1,3627374,7.620971,7.620971
10/24/2016 0:00,281.287301,282.802314,278.80819,281.562758,1969377,0,0.275457,,,,,1,1,1969377,0.275457,0.275457
10/21/2016 0:00,285.924158,285.924158,280.598659,284.409145,2129413,0,1.515013,,,,,1,1,2129413,1.515013,-1.515013
10/20/2016 0:00,281.975943,285.097787,280.047746,283.812322,4768039,0,1.836379,,,,,1,1,4768039,1.836379,1.836379
10/19/2016 0:00,281.562758,284.133688,279.129557,281.838215,4572957,0,0.275457,,,,,1,1,4572957,0.275457,0.275457
10/18/2016 0:00,277.293178,282.802314,272.748141,281.562758,4599085,0,4.26958,,,,,1,1,4599085,4.26958,4.26958
10/17/2016 0:00,280.415022,280.828207,272.013589,276.650445,3406493,0,3.764577,,,,,1,1,3406493,3.764577,-3.764577
10/14/2016 0:00,282.710495,282.710495,277.660454,280.415022,4894941,0,2.295473,,,,,1,1,4894941,2.295473,-2.295473
10/13/2016 0:00,287.347351,288.219631,280.506841,281.654577,3100457,0,5.692774,,,,,1,1,3100457,5.692774,-5.692774
10/10/2016 0:00,292.076026,293.728767,289.229639,290.05601,2421849,0,2.020016,,,,,1,1,2421849,2.020016,-2.020016
10/7/2016 0:00,296.207878,297.906528,291.249656,293.315582,1331294,0,2.892296,,,,,1,1,1331294,2.892296,-2.892296
10/6/2016 0:00,298.365623,298.64108,292.994215,295.932421,1569393,0,2.433202,,,,,1,1,1569393,2.433202,-2.433202
10/5/2016 0:00,295.656964,299.46745,294.371499,295.381508,1297532,0,0.275456,,,,,1,1,1297532,0.275456,-0.275456
10/4/2016 0:00,291.525112,298.273804,290.239647,297.493343,2621167,0,5.968231,,,,,1,1,2621167,5.968231,5.968231
10/3/2016 0:00,288.31145,293.820586,288.31145,292.62694,1507552,0,4.31549,,,,,1,1,1507552,4.31549,4.31549
9/30/2016 0:00,289.918281,290.606923,282.894133,288.31145,5727632,0,1.606831,,,,,1,1,5727632,1.606831,-1.606831
9/29/2016 0:00,296.116059,297.217886,288.403269,289.872372,6256119,0,6.243687,,,,,1,1,6256119,6.243687,-6.243687
9/28/2016 0:00,287.898265,296.988339,285.648701,295.427417,2941322,0,7.529152,,,,,1,1,2941322,7.529152,7.529152
9/27/2016 0:00,295.565146,295.565146,288.357359,289.046001,2244406,0,6.519145,,,,,1,1,2244406,6.519145,-6.519145
9/26/2016 0:00,299.329722,301.808833,292.994215,294.141952,2155103,0,5.18777,,,,,1,1,2155103,5.18777,-5.18777
9/23/2016 0:00,299.329722,303.002479,297.493343,300.202002,2135834,0,0.87228,,,,,1,1,2135834,0.87228,0.87228
9/22/2016 0:00,297.126067,301.120191,296.253788,300.247911,1480515,0,3.121844,,,,,1,1,1480515,3.121844,3.121844
9/21/2016 0:00,294.187862,296.575154,292.718759,295.519236,1663305,0,1.331374,,,,,1,1,1663305,1.331374,1.331374
9/20/2016 0:00,297.493343,297.493343,291.70875,293.086034,2739997,0,4.407309,,,,,1,1,2739997,4.407309,-4.407309
9/19/2016 0:00,296.575154,298.411532,294.784685,297.631072,1529681,0,1.055918,,,,,1,1,1529681,1.055918,1.055918
9/16/2016 0:00,295.748783,299.788816,294.830594,297.126067,3230892,0,1.377284,,,,,1,1,3230892,1.377284,1.377284
9/15/2016 0:00,292.948306,298.411532,290.974199,296.299697,2074012,0,3.351391,,,,,1,1,2074012,3.351391,3.351391
9/14/2016 0:00,291.157837,296.804701,291.157837,293.682857,2004656,0,2.52502,,,,,1,1,2004656,2.52502,2.52502
9/12/2016 0:00,291.892388,295.611055,288.403269,292.030117,3149855,0,0.137729,,,,,1,1,3149855,0.137729,0.137729
9/9/2016 0:00,297.034248,300.018364,292.305573,295.748783,2956745,0,1.285465,,,,,1,1,2956745,1.285465,-1.285465
9/8/2016 0:00,293.958314,300.431549,292.902396,297.860619,3442329,0,3.902305,,,,,1,1,3442329,3.902305,3.902305
9/7/2016 0:00,292.443302,296.02424,290.239647,293.958314,3414495,0,1.515012,,,,,1,1,3414495,1.515012,1.515012
9/6/2016 0:00,292.810578,296.391516,287.071894,295.19787,7067529,0,2.387292,,,,,1,1,7067529,2.387292,2.387292
9/2/2016 0:00,282.940042,294.692866,281.42503,292.810578,15330612,0,9.870536,,,,,1,1,15330612,9.870536,9.870536
9/1/2016 0:00,303.002479,305.160224,276.834083,285.419153,35411027,0,17.583326,,,,,1,1,35411027,17.583326,-17.583326
8/31/2016 0:00,305.068405,309.337985,301.946561,304.517492,6401848,0,0.550913,,,,,1,1,6401848,0.550913,-0.550913
8/30/2016 0:00,314.709393,315.948949,301.854742,304.701129,4044189,0,10.008264,,,,,1,1,4044189,10.008264,-10.008264
8/29/2016 0:00,315.398035,319.30034,307.822973,314.571665,2549031,0,0.82637,,,,,1,1,2549031,0.82637,-0.82637
8/26/2016 0:00,319.070792,319.621706,313.607566,315.81122,1127246,0,3.259572,,,,,1,1,1127246,3.259572,-3.259572
8/25/2016 0:00,322.514002,325.039023,315.948949,317.693508,3229352,0,4.820494,,,,,1,1,3229352,4.820494,-4.820494
8/24/2016 0:00,325.039023,329.033147,321.366266,323.753558,1631250,0,1.285465,,,,,1,1,1631250,1.285465,-1.285465
8/23/2016 0:00,319.529887,326.324488,316.499862,324.809476,2295101,0,5.279589,,,,,1,1,2295101,5.279589,5.279589
8/22/2016 0:00,322.284455,324.120834,317.785327,321.549904,886465,0,0.734551,,,,,1,1,886465,0.734551,-0.734551
